talent_id,hero_id,talent_level,talent_name,talent_cooldown,talent_desc
605,27,10,Disintegrate,0,"Channel a powerful beam, dealing 1168 (462 + 5% per level) damage over 2.5 seconds to enemies while they are in it. The direction of the beam changes with your mouse cursor position."
606,27,10,Wave of Force,0,Knock away all enemies from an area and deal 425 (168 + 5% per level) damage.
607,27,13,Cannoneer,0,"When you use an Ability, increase your next Basic Attack by 75% and cause it to deal Ability damage. Stacks up to 3 times."
608,27,13,Glass Cannon,0,"Increases your Ability Power by 15%, but decreases your maximum Health by 15%."
609,27,13,Illusionist,0,"Increases Teleport range by 50%, and if you lose more than 20% of your Health at once, its cooldown is instantly refreshed. This cannot happen more than once every 4 seconds."
610,27,16,Fireflies,0,Drastically increases Magic Missiles speed. Its cooldown is reduced by 1 second and its Mana cost is reduced by 5.
611,27,16,Mirrorball,0,"Magic Missiles fires an additional 2 missiles, but its Mana cost is increased by 5."
612,27,16,Arcane Orbit,0,"Arcane Orb travels 25% farther, doing up to 25% more damage."
613,27,16,Diamond Skin,0,"When you Teleport, gain 20% of your maximum Health as a Shield for 4 seconds."
614,27,20,Temporal Flux,0,"Disintegrate gradually slows enemies caught in its beam, to a maximum of 60%."
615,27,20,Repulsion,0,Increases Wave of Force knockback distance by 150% and increases its cast range by 100%.
616,27,20,Tal Rasha\'s Elements,0,"Using abilities grants 5% Ability Power, up to a maximum of 20%. This bonus is reset when the same ability is used within a chain."
617,27,20,Archon: Pure Power,0,"Activate to enter Archon form, allowing you to repeatedly use Disintegrate, but be unable to cast other Abilities."
618,28,1,Olaf the Stout,0,"Every 8 seconds Olaf can block a Basic Attack, reducing its damage by 75%. Can store up to 2 charges."
619,28,1,Spy Games,0,"After standing still for 3 seconds, Erik gains Stealth and his Sight Radius is increased by 75%. The Stealth persists for 3 seconds after moving."
620,28,1,Explosive Attacks,0,Increases Baleog?s splash damage against non-Heroic enemies to 100%.
621,28,1,Viking Bribery,0,"Enemy Minions or captured Mercenaries killed near your Hero grant you stacks of Viking Bribery. Use 40 stacks to bribe target Mercenary, instantly defeating them. Does not work on Bosses. Maximum stacks available: 100.Current number of Viking Bribery stacks:"
622,28,4,Pain Don\'t Hurt,0,Baleog\'s Basic Attacks and splash damage heal for 20% of the damage dealt. Healing is doubled against Heroes.
623,28,4,Erik the Swift,0,"Permanently increases Erik\'s base Movement Speed by 10%, and as long as Erik is moving he heals 34 Health per second."
624,28,4,It\'s a Sabotage!,0,Erik\'s Basic Attacks against Structures destroy 5 Ammo and deal 135 damage over 10 seconds.
625,28,4,Mercenary Lord,0,Non-Boss Mercenaries near your hero deal 50% more damage. Reduces damage taken from Minions and Mercenaries by 50%.
626,28,7,Baleog the Fierce,0,"Baleog\'s Basic Attacks increase his Attack Speed by 8%, stacking up to 5 times. After 3 seconds of not attacking, these stacks will rapidly decay."
627,28,7,Spin To Win!,0,Activate to have each Viking deal 101 damage to nearby enemies.
628,28,7,Norse Force!,0,"All Vikings gain a 110 to 220 point Shield, increasing in strength for each Viking alive. Lasts 4 seconds."
629,28,7,Norse Force,30,"All Vikings gain a 240 (50 + 10 per level) to 480 (100 + 20 per level) point Shield, increasing in strength for each Viking alive. Lasts 4 seconds."
630,28,10,Longboat Raid!,0,"Hop into an Unstoppable Longboat that fires at nearby enemies for 112 damage per second and can fire a mortar that deals 205 damage in an area. The boat has increased Health for each Viking inside. If the boat is destroyed by enemies, all Vikings are stunned for 1.5 seconds. Lasts 15 seconds.Requires all surviving Vikings to be nearby."
631,28,10,Play Again!,0,"Summon, fully heal, and revive all Lost Vikings at target location after a Viking channels for 2 seconds. Only one Viking may attempt to summon at a time."
632,28,13,Hunka\' Burning Olaf,0,Olaf deals 34 damage every second to nearby enemies.
633,28,13,Jump!,0,Makes all Vikings Invulnerable and able to pass over enemies for 1.5 seconds.
634,28,13,Nordic Attack Squad,0,Activate to have all Viking Basic Attacks deal bonus damage equal to 1% of a Hero\'s maximum Health for 5 seconds.
635,28,16,Large and In Charge,0,"When Olaf charges enemies, they are stunned for 1 second."
636,28,16,Impatience Is a Virtue,0,Enemies damaged by a Viking\'s Basic Attack reduce the cooldown of all Viking Abilities by 0.25 seconds.
637,28,16,64 KB Marathon,0,"Gain an additional 40% Movement Speed when activating Go Go Go! that decays over 4 seconds. Additionally, the Vikings will break out of Roots and Slows."
638,28,16,Executioner,0,"Basic Attacks deal 40% more damage against slowed, rooted, or stunned targets."
639,28,20,Ragnarok \'n\' Roll!,0,The Longboat can attack two targets at once and the range of its Mortar is increased by 100%.
640,28,20,Checkpoint Reached,0,"10 seconds after using Play Again!, any dead Vikings are revived and summoned again, and all are healed to full."
641,28,20,The Sequel!,0,Reduces the Lost Vikings\' death timer by 50%.
642,28,20,Fury of the Storm,0,"Every 5 seconds, your next Basic Attack will deal an additional 41 damage to the target, and 105 damage to all nearby Minions and Mercenaries. Each Viking has their own cooldown."
643,29,1,Prolonged Safeguard,0,Increases Safeguard\'s duration by 1 second.
644,29,1,Trauma Trigger,0,You gain an untalented Safeguard automatically if you take damage while below 50% Health. This effect has a 20 second cooldown.
645,29,1,Feedback Loop,0,"When Safeguard expires, 45 Mana is refunded."
646,29,1,Scouting Drone,0,"Places a Scouting Drone at target location, revealing a large area around it for 45 seconds. This drone cannot be hidden and is killed by enemies with 2 Basic Attacks. Stores up to 2 charges."
647,29,4,Bioshield,0,"If your target is at full Health, they gain a Shield that absorbs 78 damage, stacking up to 5 times."
648,29,4,Advanced Block,0,Periodically reduces the damage received from Hero Basic Attacks by 50%. Stores up to 3 charges.
649,29,4,Upgraded Ballistics,0,Displacement Grenade travels 50% faster and enemies directly impacted take 33% more damage.
650,29,4,Infused Grenade,0,Displacement Grenade\'s Mana cost is refunded if you hit an enemy Hero.
651,29,7,Clear!,0,Displacement Grenade\'s explosion radius increased by 33% and knocks back farther.
652,29,7,Irradiate,0,Enemies near your Healing Beam\'s target take 22 damage a second.
653,29,7,Calldown: MULE,0,"Activate to calldown a Mule that repairs Structures, one at a time, near target point for 40 seconds, healing for 100 Health every 1 second. Grants 1 ammo every 3 seconds."
654,29,7,Cleanse,0,"Activate to remove all stuns, roots, silences, and slows from the target and reduce the duration of their reapplication by 50% for 2 seconds."
655,29,10,Stim Drone,0,Grant an allied Hero 75% Attack Speed and 25% Movement Speed for 10 seconds.
656,29,10,Medivac Dropship,0,"Target a location for a Medivac transport. For up to 10.5 seconds before takeoff, allies can right-click to enter the Medivac."
657,29,13,Intensive Care,0,"When Healing Beam is on a single target for over 3 seconds, its healing amount increases by 25% and Mana cost increases by 4."
658,29,13,Couples Therapy,0,While channeling Healing Beam you are healed for 25% of the healing amount at the cost of an additional 4 Mana per second.
659,29,13,Preventative Care,0,Basic Attacks against your Healing Beam target reduce the attacker\'s Attack Speed by 25% for 2.5 seconds.
660,29,13,Spell Shield,0,"Upon taking Ability Damage, reduce that damage and further Ability Damage by 50% for 3 seconds. Can only trigger once every 30 seconds."
661,29,16,Shield Sequencer,0,"After casting Safeguard, you can cast it a second time within 3 seconds at no cost."
662,29,16,System Shock,0,Displacement Grenade slows enemies by 50% for 4 seconds. The slow amount decays over its duration.
663,29,16,Second Opinion,0,Reduces Displacement Grenade\'s cooldown by 2 seconds and it now holds a second charge.
664,29,20,Transfusion,0,Increases the duration of Stim Drone by 2 seconds. You also gain the effect of Stim Drone when cast on an ally.
665,29,20,Medbay,0,Medivac heals nearby allies and everyone aboard for 137 Health per second.
666,29,20,Caduceus Reactor 2.0,0,"While Caduceus Reactor is active you restore 8 Mana a second and gain a Shield that absorbs 96 damage, stacking up to 5 times."
667,29,20,Storm Shield,0,Activate to give all nearby allied Heroes a Shield for 20% of their max Health for 3 seconds.
668,30,1,Blossom Swell,0,Increases Noxious Blossom\'s radius by 20%.
669,30,1,Photosynthesis,0,"Crippling Spores returns 10 Mana per enemy hit, up to 40 Mana."
670,30,1,Natural Perspective,0,Nature\'s Toxin reveals enemies for its duration.
671,30,1,Cruel Spores,0,"When Crippling Spores hits only Minions or Mercenaries, its cooldown is reduced by 80% and 20 mana is restored."
672,30,4,Nimble Wisp,0,Increases Wisp Movement Speed by 100% and vision radius by 50%.
673,30,4,Timelost Wisp,0,Wisp costs no Mana and its cooldown recharges 125% faster while no Wisp is active.
674,30,4,Skybound Wisp,0,Wisp can see over obstacles and reveals the area for 4 seconds after dying.
675,30,4,Dividing Wisp,0,The first time you relocate a Wisp it leaves a copy of itself in the previous location.
676,30,7,Siphoning Toxin,0,As long as you have Nature\'s Toxin active on an enemy you heal for 40 (19 + 4% per level) Health a second.
677,30,7,Wild Vigor,0,Using Crippling Spores increases the damage of your next 4 Basic Attacks by 50%.
678,30,7,Splintered Spear,0,Using Noxious Blossom causes your next Basic Attack to hit up to 4 enemies. These extra attacks can apply Nature\'s toxin.
679,30,7,Nature\'s Culling,0,Increases Nature\'s Toxin\'s damage by 150% to non-Heroic enemies.
680,30,10,Thornwood Vine,0,Send forth vines that deal 360 (171 + 4% per level) damage to all enemies in a line. Can hold 3 charges.
681,30,10,Leaping Strike,0,"Leap over an enemy, slowing them by 80% for 0.35 seconds and attacking for 594 (286 + 4% per level) damage. Has 2 charges."
682,30,13,Pestering Blossom,0,Increases Noxious Blossom\'s range by 50%.
683,30,13,Unfair Advantage,0,Nature\'s Toxin deals 50% more damage to Heroes that are slowed.
684,30,13,Giant Killer,0,Basic Attacks against enemy Heroes deal bonus damage equal to 1.5% of the Hero\'s maximum Health.
685,30,13,Greater Spell Shield,0,"Every 30 seconds, gain 75 Spell Armor against the next enemy Ability and subsequent Abilities for 1.5 seconds, reducing the damage taken by 75%. Can be toggled to allow or prevent this talent from triggering automatically."
686,30,16,Choking Pollen,0,Increases Noxious Blossom damage by 125% against enemies afflicted with Nature\'s Toxin.
687,30,16,Star Wood Spear,0,Using Crippling Spores increases your Basic Attacks range by 50% for 6 seconds.
688,30,16,Invigorating Spores,0,Using Crippling Spores increases your Attack Speed by 50% for 6 seconds.
689,30,16,Let Them Wither,0,"Increases Crippling Spores\' slow to 50%, and causes it to no longer decay."
690,30,20,Forest\'s Wrath,0,"Increases Thornwood Vine\'s range by 30%, its speed by 20%, and your vision radius by 35%."
691,30,20,Boundless Stride,0,All Leaping Strike charges are returned every 20 seconds. You can also use Leaping Strike on allies.
692,30,20,Galloping Gait,0,Activate to increase the Movement Speed bonus of Dryad\'s Swiftness to 80% for 6 seconds.
693,30,20,Abolish Magic,35,"Target an Ally to remove all damage over time and disabling effects from them and yourself. For 2 seconds after, the duration of disabling effects is reduced by 50%."
694,31,,Shan\'do\'s Clarity,0,Reduces Innervate\'s cooldown by 10 seconds.
695,31,,Moonburn,0,Increases Moonfire\'s damage to Minions and Mercenaries by 100%.
696,31,,Scouting Drone,45,"Places a Scouting Drone at target location, revealing a large area around it for 45 seconds. This drone cannot be hidden and is killed by enemies with 2 Basic Attacks. Stores up to 2 charges."
697,31,4,Elune\'s Grace,0,"Increases the range of Regrowth, Moonfire, and Entangling Roots by 30%."
698,31,4,Versatile,0,Increases the Mana return of Innervate to 25%.
699,31,4,Vengeful Roots,0,Entangling Roots also spawns a Treant that does 141 (67 + 4% per level) damage per second and lasts 10 seconds.
700,31,7,Strangling Vines,0,Entangling Roots deals 100% more damage.
701,31,7,Calldown: MULE,60,"Activate to calldown a Mule that repairs Structures, one at a time, near target point for 40 seconds, healing for 100 Health every 1 second. Grants 1 ammo every 3 seconds."
702,31,7,Cleanse,60,"Activate to remove all stuns, roots, silences, and slows from the target and reduce the duration of their reapplication by 50% for 2 seconds."
703,31,10,Tranquility,100,Heals 176 (84 + 4% per level) Health per second to nearby allies over 10 seconds.
704,31,10,Twilight Dream,90,"After a short delay, deal 820 (389 + 4% per level) damage in a large area around you, silencing enemies making them unable to use Abilities for 3 seconds. Also passively increases your Mana Regeneration by 1.5."
705,31,13,Life Seed,0,Nearby damaged allied Heroes will automatically gain the heal over time portion of Regrowth. This effect has a 20 second cooldown.
706,31,13,Full Moonfire,0,Increases Moonfire\'s radius by 60% and reduces its Mana cost by 50%.
707,31,13,Shrink Ray,0,Activate to reduce an enemy Hero\'s damage by 50% and Movement Speed by 50% for 4 seconds.
708,31,13,Ice Block,60,Activate to place yourself in Stasis and gain Invulnerability for 3 seconds.
709,31,16,Hardened Focus,0,"While above 80% life, your Basic Ability cooldowns regenerate 50% faster."
710,31,16,Tenacious Roots,0,"Entangling Roots grows 25% larger, lasts 25% longer, and roots targets for 0.5 seconds longer."
711,31,16,Hindering Moonfire,0,Moonfire slows targets by 25% for 2 seconds.
712,31,16,Lunar Shower,0,"Using Moonfire reduces the cooldown of your next Moonfire by 0.5 seconds, and increases the damage by 15%. Stacks up to 3 times and resets after 6 seconds."
713,31,20,Serenity,0,Increases Tranquility\'s healing by 25% and it also restores 5 Mana per second.
714,31,20,Nightmare,0,Increases Twilight Dream\'s silence duration to 4 seconds and it also slows enemies by 50%.
